support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
15_045_0128_1_3,Community Engagement Assistance,Very Remote,$79.53,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
15_610_0128_1_3,Therapy - Art Therapist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Art Therapist
15_610_0128_1_3,Therapy - Art Therapist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Art Therapist
15_610_0128_1_3,Therapy - Art Therapist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Art Therapist
15_611_0128_1_3,Therapy - Audiologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_611_0128_1_3,Therapy - Audiologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_611_0128_1_3,Therapy - Audiologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_501_0119_1_3,Audiologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_501_0119_1_3,Audiologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_501_0119_1_3,Audiologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_502_0134_1_3,Audiologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_502_0134_1_3,Audiologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_502_0134_1_3,Audiologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiologist
15_503_0134_1_3,Audiometrist - Direct Service,National,$166.83,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiometrist
15_503_0134_1_3,Audiometrist - Direct Service,Remote,$233.56,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiometrist
15_503_0134_1_3,Audiometrist - Direct Service,Very Remote,$250.25,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Audiometrist
15_043_0128_1_3,Therapy - Counsellor - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Counsellor
15_043_0128_1_3,Therapy - Counsellor - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Counsellor
15_043_0128_1_3,Therapy - Counsellor - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Counsellor
10_613_0128_5_3,Employment Therapy - Developmental Educator - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
10_613_0128_5_3,Employment Therapy - Developmental Educator - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
10_613_0128_5_3,Employment Therapy - Developmental Educator - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
15_613_0128_1_3,Therapy - Developmental Educator - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
15_613_0128_1_3,Therapy - Developmental Educator - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
15_613_0128_1_3,Therapy - Developmental Educator - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Developmental Educator
01_760_0128_3_3,Therapy - Dietitian - Direct Service,National,$178.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
01_760_0128_3_3,Therapy - Dietitian - Direct Service,Remote,$250.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
01_760_0128_3_3,Therapy - Dietitian - Direct Service,Very Remote,$268.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
12_025_0128_3_3,Therapy - Dietitian - Direct Service,National,$178.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
12_025_0128_3_3,Therapy - Dietitian - Direct Service,Remote,$250.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
12_025_0128_3_3,Therapy - Dietitian - Direct Service,Very Remote,$268.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
15_062_0128_3_3,Therapy - Dietitian - Direct Service,National,$178.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
15_062_0128_3_3,Therapy - Dietitian - Direct Service,Remote,$250.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
15_062_0128_3_3,Therapy - Dietitian - Direct Service,Very Remote,$268.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Dietitian
12_027_0126_3_3,Therapy - Exercise Physiologist - Direct Service,National,$161.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
12_027_0126_3_3,Therapy - Exercise Physiologist - Direct Service,Remote,$226.79,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
12_027_0126_3_3,Therapy - Exercise Physiologist - Direct Service,Very Remote,$242.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
12_027_0128_3_3,Therapy - Exercise Physiologist - Direct Service,National,$161.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
12_027_0128_3_3,Therapy - Exercise Physiologist - Direct Service,Remote,$226.79,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
12_027_0128_3_3,Therapy - Exercise Physiologist - Direct Service,Very Remote,$242.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0126_1_3,Therapy - Exercise Physiologist - Direct Service,National,$161.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0126_1_3,Therapy - Exercise Physiologist - Direct Service,Remote,$226.79,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0126_1_3,Therapy - Exercise Physiologist - Direct Service,Very Remote,$242.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0128_1_3,Therapy - Exercise Physiologist - Direct Service,National,$161.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0128_1_3,Therapy - Exercise Physiologist - Direct Service,Remote,$226.79,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_200_0128_1_3,Therapy - Exercise Physiologist - Direct Service,Very Remote,$242.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Exercise Physiologist
15_615_0128_1_3,Therapy - Music Therapist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Music Therapist
15_615_0128_1_3,Therapy - Music Therapist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Music Therapist
15_615_0128_1_3,Therapy - Music Therapist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Music Therapist
01_661_0128_1_3,Therapy - Occupational Therapist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
01_661_0128_1_3,Therapy - Occupational Therapist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
01_661_0128_1_3,Therapy - Occupational Therapist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
10_617_0128_5_3,Employment Therapy - Occupational Therapist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
10_617_0128_5_3,Employment Therapy - Occupational Therapist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
10_617_0128_5_3,Employment Therapy - Occupational Therapist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
15_617_0128_1_3,Therapy - Occupational Therapist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
15_617_0128_1_3,Therapy - Occupational Therapist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
15_617_0128_1_3,Therapy - Occupational Therapist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Occupational Therapist
15_626_0128_1_3,Therapy - Orientation Mobility Specialist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orientation and Mobility Specialist
15_626_0128_1_3,Therapy - Orientation Mobility Specialist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orientation and Mobility Specialist
15_626_0128_1_3,Therapy - Orientation Mobility Specialist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orientation and Mobility Specialist
15_618_0128_1_3,Therapy - Orthoptist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orthoptist
15_618_0128_1_3,Therapy - Orthoptist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orthoptist
15_618_0128_1_3,Therapy - Orthoptist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Orthoptist
01_721_0128_1_3,Therapy - Physiotherapist - Direct Service,National,$183.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
01_721_0128_1_3,Therapy - Physiotherapist - Direct Service,Remote,$257.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
01_721_0128_1_3,Therapy - Physiotherapist - Direct Service,Very Remote,$275.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
10_055_0128_5_3,Employment Therapy - Physiotherapist - Direct Service,National,$183.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
10_055_0128_5_3,Employment Therapy - Physiotherapist - Direct Service,Remote,$257.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
10_055_0128_5_3,Employment Therapy - Physiotherapist - Direct Service,Very Remote,$275.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
15_055_0128_1_3,Therapy - Physiotherapist - Direct Service,National,$183.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
15_055_0128_1_3,Therapy - Physiotherapist - Direct Service,Remote,$257.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
15_055_0128_1_3,Therapy - Physiotherapist - Direct Service,Very Remote,$275.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Physiotherapist
01_663_0128_1_3,Therapy - Podiatrist - Direct Service,National,$188.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
01_663_0128_1_3,Therapy - Podiatrist - Direct Service,Remote,$264.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
01_663_0128_1_3,Therapy - Podiatrist - Direct Service,Very Remote,$283.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
15_619_0128_1_3,Therapy - Podiatrist - Direct Service,National,$188.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
15_619_0128_1_3,Therapy - Podiatrist - Direct Service,Remote,$264.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
15_619_0128_1_3,Therapy - Podiatrist - Direct Service,Very Remote,$283.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Podiatrist
01_701_0128_1_3,Therapy - Psychologist - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
01_701_0128_1_3,Therapy - Psychologist - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
01_701_0128_1_3,Therapy - Psychologist - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
10_054_0128_5_3,Employment Therapy - Psychologist - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
10_054_0128_5_3,Employment Therapy - Psychologist - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
10_054_0128_5_3,Employment Therapy - Psychologist - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
15_054_0128_1_3,Therapy - Psychologist - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
15_054_0128_1_3,Therapy - Psychologist - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
15_054_0128_1_3,Therapy - Psychologist - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Psychologist
10_620_0128_5_3,Employment Therapy - Rehabilitation Counsellor - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
10_620_0128_5_3,Employment Therapy - Rehabilitation Counsellor - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
10_620_0128_5_3,Employment Therapy - Rehabilitation Counsellor - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
15_620_0128_1_3,Therapy - Rehabilitation Counsellor - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
15_620_0128_1_3,Therapy - Rehabilitation Counsellor - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
15_620_0128_1_3,Therapy - Rehabilitation Counsellor - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Rehabilitation Counsellor
15_621_0128_1_3,Therapy - Social Worker - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Social Worker
15_621_0128_1_3,Therapy - Social Worker - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Social Worker
15_621_0128_1_3,Therapy - Social Worker - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Social Worker
01_665_0128_1_3,Therapy - Speech Pathologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
01_665_0128_1_3,Therapy - Speech Pathologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
01_665_0128_1_3,Therapy - Speech Pathologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
10_622_0128_5_3,Employment Therapy - Speech Pathologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
10_622_0128_5_3,Employment Therapy - Speech Pathologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
10_622_0128_5_3,Employment Therapy - Speech Pathologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Speech Pathologist
